ob_code,obj_id,ra,dec,exptime,priority,resolution,reference_arm,g_ps1,g_ps1_error,r_ps1,r_ps1_error,i_ps1,i_ps1_error,z_ps1,z_ps1_error,y_ps1,y_ps1_error,g_sdss,r_sdss,i_sdss,z_sdss
perseus_032330.1+420358_L_1h,158470508754319886,50.87550346,42.06603068,900.0,6,L,r,658142.4375,3608776802304.0,1187298.0,3597162250240.0,1762461.25,3511397646336.0,1780737.75,3484656861184.0,2073959.125,3566481702912.0,711869.5,1222363.125,510034.65625,2000782.875
perseus_032330.2+413357_M_1h,157870508756229599,50.8756414,41.56580489,900.0,0,M,b,520379.40625,3379714326528.0,1294433.25,3600145186816.0,1275379.75,3469285261312.0,1605461.25,3525656707072.0,3201549.5,3465133686784.0,501187.09375,1309784.875,2023018.375,3104557.5
perseus_032334.1+414821_M_1h,158160508918287426,50.89183661,41.80575891,900.0,5,M,b,617845.375,3578985971712.0,782996.4375,3274311729152.0,1640437.5,3506549817344.0,2092568.75,3478884450304.0,1445706.125,3397191467008.0,723769.3125,1438798.75,2068235.5,2544486.25
perseus_032334.9+405711_L_1h,157140508952134205,50.89522014,40.95297507,900.0,5,L,b,807384.1875,3573715828736.0,1732047.5,3613765926912.0,2772808.0,3578656456704.0,3621428.5,3589549850624.0,3963873.5,3593188671488.0,1088427.5,2601356.25,3962781.5,5541151.0
perseus_032337.4+412159_L_1h,157640509058760379,50.90588657,41.36646279,900.0,3,L,r,152279.046875,3559262519296.0,399061.625,3583274123264.0,655843.5,3597162250240.0,800865.8125,3622763757568.0,1042028.375,3567467364352.0,175226.5625,481725.28125,801678.6875,1234809.625
perseus_032338.4+415020_L_1h,158200509098947228,50.91006078,41.83889747,900.0,4,L,r,372803.375,3585915224064.0,1421674.375,3582944083968.0,909661.9375,3232957726720.0,2922535.75,3527605485568.0,5243240.5,3479845732352.0,329.0031433105469,1257767.625,2280341.5,3218102.75
perseus_032341.4+412101_M_1h,157620509223640891,50.92231176,41.35026708,900.0,5,M,m,97033.21875,3491403399168.0,194177.765625,3538017845248.0,307099.78125,3517224058880.0,363646.59375,3355212251136.0,359948.34375,3470244184064.0,111070.8203125,254448.640625,398107.125,535056.6875
perseus_032341.6+411037_M_1h,157410509231082920,50.9232522,41.17690677,900.0,7,M,m,91385.9375,3477603090432.0,141736.03125,3484335996928.0,179011.1875,3534760706048.0,157877.40625,3485940842496.0,169231.0,3311921528832.0,123708.53125,180135.796875,230143.953125,251188.75
perseus_032343.7+420644_M_1h,158530509318195161,50.93200955,42.1120769,900.0,7,M,m,169449.28125,3460350083072.0,193659.953125,3404081922048.0,345557.1875,3400008728576.0,253302.734375,3243097718784.0,243063.8125,3293366190080.0,200632.0,361410.0,510975.21875,566499.625
perseus_032346.0+405707_M_1h,157140509417963054,50.94181944,40.9519207,900.0,9,M,m,nan,nan,41338.98046875,3370388815872.0,461997.90625,3551730597888.0,467477.0625,3521437761536.0,248381.796875,3365115789312.0,197697.0,471194.46875,735191.1875,863773.75
perseus_032346.9+420705_M_1h,158540509456242443,50.94569976,42.11812746,900.0,6,M,b,2586782.0,3579315748864.0,nan,nan,nan,nan,nan,nan,6217269.0,3598819000320.0,1232536.75,2572764.25,3614096.0,1437472.375
perseus_032350.4+412245_M_1h,157650509601425590,50.96005861,41.37915664,900.0,8,M,b,29512.083984375,3379403161600.0,59303.4453125,3602466996224.0,92631.7265625,3458438266880.0,110012.0,3449848332288.0,144557.109375,3458438266880.0,29593.72265625,68675.1640625,113344.3984375,140475.234375
perseus_032350.9+411658_L_1h,157530509622529869,50.96226365,41.28270689,900.0,2,L,n,1192559.25,3602466996224.0,2744099.5,3602798870528.0,4054710.25,3590542065664.0,4970496.5,3593519497216.0,6399116.0,3562870407168.0,1356437.0,3262871.25,5090958.5,7217718.5
perseus_032351.6+411549_M_1h,157510509650726952,50.96504294,41.26356401,900.0,9,M,n,104664.5859375,3515280785408.0,232273.546875,3524682579968.0,nan,nan,nan,nan,nan,nan,139315.578125,317102.9375,504893.6875,696947.0625
perseus_032353.3+412350_M_1h,157670509722177399,50.9722308,41.39730131,900.0,2,M,m,1800197.375,3566810431488.0,3861536.25,3556968235008.0,5738516.5,3600145186816.0,7271768.5,3591865106432.0,9804826.0,3552057753600.0,2644844.0,6861200.5,10403982.0,15573995.0
perseus_032354.3+414151_L_1h,158030509760167574,50.97601957,41.69745405,900.0,3,L,r,600453.875,3426415280128.0,1821881.125,3606782935040.0,2469905.0,3561558114304.0,3220771.5,3538017845248.0,3721515.0,3498807132160.0,1064632.75,2374651.75,3617430.75,4852884.5
perseus_032356.6+413818_M_1h,157960509856926647,50.98571271,41.63833458,900.0,3,M,m,622644.375,3592195670016.0,948768.0625,3149778386944.0,2434219.75,3574374072320.0,2926845.0,3557623595008.0,2680154.25,3524682579968.0,680455.1875,1685776.625,2620595.0,3587567.5
perseus_032357.5+412454_L_1h,157690509896348504,50.98962428,41.41490756,900.0,3,L,b,64809.74609375,3525656707072.0,182188.125,3531831771136.0,306365.25,3565496565760.0,454192.03125,3513985794048.0,527618.0625,3515604533248.0,75857.703125,255858.609375,432514.0625,691831.3125
perseus_032357.6+413119_L_1h,157820509899096836,50.98990073,41.52184305,900.0,5,L,b,985189.6875,3596499550208.0,1950384.25,3594843586560.0,2696497.5,3607447470080.0,3420421.5,3599150612480.0,3805744.75,3539973439488.0,912011.125,2255277.75,3101702.25,3127521.0
perseus_032404.8+420154_L_1h,158430510201838360,51.02016646,42.03153552,900.0,5,L,r,34185.328125,3446355001344.0,96916.9453125,3544541036544.0,184196.046875,3555330883584.0,261144.078125,3534109802496.0,429655.25,3469604814848.0,88633.921875,307892.84375,616026.625,751623.6875
perseus_032414.5+410413_L_1h,157280510602094991,51.06024942,41.07032197,900.0,1,L,r,708076.375,3554348367872.0,1393799.75,3470244184064.0,2481759.75,3318944628736.0,2529764.25,3559262519296.0,3428625.75,3487225348096.0,990831.6875,2841842.5,4537325.0,5007256.5
perseus_032415.5+420017_L_1h,158400510646186295,51.06462664,42.00462948,900.0,5,L,n,68928.6015625,3554675785728.0,110621.609375,3516576038912.0,179920.15625,3526630834176.0,215476.46875,3496874082304.0,242258.9375,3492368089088.0,49796.625,125083.4921875,204173.796875,297577.4375
perseus_032417.7+410531_M_1h,157310510736970860,51.07364554,41.09197858,900.0,0,M,m,576235.0625,3575032578048.0,986914.375,3546827194368.0,1231629.0,3504612573184.0,1237200.75,3537692000256.0,813953.8125,3366355730432.0,640914.3125,1057790.875,1318256.625,1561707.75
perseus_032425.3+412028_L_1h,157600511053539831,51.10535235,41.34100749,900.0,3,L,r,53382.6796875,3574374072320.0,120837.046875,3423260901376.0,266759.46875,3546827194368.0,316635.6875,3590872629248.0,274763.90625,3429256921088.0,104905.9609375,244118.109375,378094.25,585598.125
perseus_032426.3+413203_L_1h,157840511098051405,51.10969146,41.53408203,900.0,5,L,b,142468.859375,3337029156864.0,205135.078125,3339488854016.0,411301.34375,3537040310272.0,422318.375,3456527499264.0,371022.1875,3175996456960.0,162181.046875,346417.21875,521434.65625,640323.4375
perseus_032429.0+412234_M_1h,157650511208452032,51.12095268,41.3761478,900.0,5,M,m,139765.390625,3302174490624.0,229953.515625,3470563737600.0,331375.1875,3179508662272.0,337287.28125,3238321717248.0,414915.40625,3464814657536.0,376.70361328125,413.0472717285156,40179.09375,55462.51171875
perseus_032433.9+413634_M_1h,157930511412521976,51.14127893,41.60946247,900.0,3,M,b,618757.125,3597162250240.0,1458276.5,3588558422016.0,2496432.75,3597162250240.0,3172777.75,3597162250240.0,3475041.0,3591534280704.0,948854.5,2459232.5,4010514.0,5613063.0
perseus_032435.0+413346_M_1h,157870511458396082,51.14584328,41.56283694,900.0,9,M,n,100841.71875,3471842476032.0,152615.984375,3527605485568.0,nan,nan,130520.8203125,3385322373120.0,224656.84375,3547807350784.0,149416.8125,336047.09375,501649.0,583444.9375
perseus_032435.4+411156_L_1h,157430511476689218,51.1477101,41.19883839,900.0,3,L,n,317423.75,3568124559360.0,664415.4375,3557623595008.0,1077655.25,3526630834176.0,1220788.5,3566481702912.0,1550957.875,3481128140800.0,260855.5,639734.5625,997240.375,1361444.375
perseus_032437.0+411646_M_1h,157530511543175825,51.15431828,41.27933775,900.0,2,M,m,1178800.5,3587897556992.0,2652163.25,3563198349312.0,4657577.0,3562213998592.0,6014508.5,3560246083584.0,6649665.0,3579645526016.0,1550244.5,3908409.75,6257482.5,8830802.0
perseus_032441.3+413725_M_1h,157940511719148974,51.17207893,41.6235347,900.0,7,M,m,61071.71484375,3458438266880.0,125892.5390625,3552384909312.0,149802.65625,3389378002944.0,154967.265625,3490438709248.0,198682.53125,2831391916032.0,212031.25,351560.5,440961.0,484841.09375
perseus_032446.3+412700_M_1h,157740511929790657,51.19295092,41.44998898,900.0,5,M,m,60573.1328125,3498162782208.0,159734.875,3537365893120.0,262276.8125,3569439473664.0,353834.40625,3469924368384.0,358426.4375,3405022756864.0,89043.1015625,231206.421875,367790.0625,541003.625
perseus_032449.6+413839_M_1h,157970512066283527,51.20664768,41.64407009,900.0,8,M,b,204437.140625,3592195670016.0,573006.6875,3583934201856.0,1028490.8125,3606118662144.0,1431264.25,3618095497216.0,1678339.5,3543235559424.0,211836.25,719117.9375,1257767.625,1886251.25
perseus_031420.7+412754_M_1h,157750485863928823,48.58637721,41.46513527,900.0,3,M,m,620354.3125,3518519836672.0,1295984.75,3320473452544.0,2004287.75,3404081922048.0,2891210.25,3579315748864.0,2590357.5,3606450798592.0,1133444.0,2608555.25,3951845.0,5243240.5
perseus_031427.8+414214_M_1h,158040486158575510,48.61582691,41.70403912,900.0,9,M,b,46008.65234375,3463857307648.0,65168.8046875,3548133982208.0,146487.203125,3413815328768.0,131268.15625,3483694006272.0,nan,nan,118576.859375,255387.671875,369147.375,446683.78125
perseus_031428.6+414628_M_1h,158120486191669842,48.61919776,41.77433797,900.0,5,M,m,118718.984375,3590211239936.0,285969.90625,3540951760896.0,462508.96875,3558606897152.0,595606.8125,3578326941696.0,623677.5,3397504204800.0,142298.3125,350267.84375,563377.8125,852707.375
perseus_031430.4+411423_M_1h,157480486265578405,48.6264662,41.23977861,900.0,5,M,m,95297.2265625,3137328644096.0,155682.6875,3399069204480.0,337722.3125,3425153318912.0,310198.5,3451119468544.0,439825.1875,3353976504320.0,298675.59375,628057.5625,915376.75,1111732.0
perseus_031434.2+414436_L_1h,158090486425712652,48.64259084,41.7433556,900.0,3,L,r,326738.125,3559918141440.0,723968.75,3567467364352.0,1132713.625,3544867405824.0,1321659.375,3600808411136.0,1637570.875,3572399341568.0,380539.78125,924697.4375,1454788.75,2026749.0
perseus_031435.2+413811_L_1h,157960486465444461,48.64664321,41.63642479,900.0,5,L,r,200391.796875,2886157205504.0,592325.125,3145719611392.0,775675.3125,3553039482880.0,758717.0,3516252028928.0,410090.59375,3300654055424.0,935836.6875,1419056.125,1696680.25,1834847.375
perseus_031436.2+413806_L_1h,157960486511902658,48.65101193,41.63497693,900.0,5,L,n,40824.41796875,3397191467008.0,77332.1484375,3597493600256.0,133684.0625,3482731675648.0,nan,nan,86887.96875,2990611628032.0,78198.78125,167494.296875,241434.71875,306478.28125
perseus_031439.1+412457_M_1h,157690486629679637,48.66298349,41.41580701,900.0,8,M,n,89585.984375,3536063299584.0,227090.9375,3528255340544.0,326407.1875,3556968235008.0,364720.21875,3542909190144.0,454402.03125,3477923430400.0,122461.5859375,305070.59375,518083.65625,660693.0625
perseus_031443.0+414123_M_1h,158020486790728124,48.67910733,41.68956586,900.0,5,M,n,176685.15625,3572399341568.0,321750.9375,3558279217152.0,530834.875,3543561928704.0,639794.3125,3622096601088.0,644644.125,3543561928704.0,203423.078125,466443.9375,707945.75,958518.25
perseus_031447.0+410631_M_1h,157330486958230939,48.69584593,41.10857939,900.0,0,M,m,174485.515625,3391251546112.0,323742.4375,3494298517504.0,483325.75,3599482224640.0,615573.625,3546500300800.0,495724.1875,3517871816704.0,183822.890625,397741.03125,583444.9375,753008.0625
perseus_031449.0+414607_L_1h,158120487042813069,48.70415949,41.76873717,900.0,9,L,b,50895.50390625,3420424503296.0,103590.4921875,3432416542720.0,144490.640625,3512044617728.0,150494.234375,3520140410880.0,154411.546875,2909108961280.0,64505.9765625,129300.4296875,179804.234375,202861.6875
perseus_031450.8+410813_L_1h,157360487118625151,48.71188097,41.13709892,900.0,3,L,n,98346.6953125,3582614044672.0,220252.03125,3561558114304.0,350654.9375,3582614044672.0,496729.375,3561229910016.0,514185.40625,3518844108800.0,106365.25,310170.21875,497507.1875,714496.5625
perseus_031459.6+412320_M_1h,157660487483537135,48.74844104,41.38876543,900.0,5,M,b,394420.71875,3552384909312.0,625920.75,3531181129728.0,1215962.0,3493976866816.0,1437606.5,3516252028928.0,789295.75,3401261514752.0,628637.0625,1294194.625,1966073.125,2493447.0
perseus_031509.4+412047_L_1h,157610487893406247,48.78935706,41.34626505,900.0,9,L,r,nan,nan,nan,nan,214209.984375,3630780645376.0,nan,nan,483815.8125,3537040310272.0,310741.84375,640914.3125,852707.375,1051962.75
perseus_031509.4+420319_L_1h,158460487893137044,48.78932215,42.05532287,900.0,2,L,b,1376701.5,3573386575872.0,2997781.75,3568124559360.0,4626365.0,3583274123264.0,5638970.0,3573057323008.0,6562057.5,3584594280448.0,1601032.5,3791401.75,5786284.0,7863210.5
perseus_031510.4+412017_L_1h,157600487933456332,48.79336009,41.3380413,900.0,9,L,b,133339.71875,3410986532864.0,285311.9375,3562542202880.0,394275.6875,3591534280704.0,457551.53125,3586906128384.0,405657.59375,3511721132032.0,289734.0,633286.1875,896190.375,1119952.625
perseus_031514.4+411117_M_1h,157420488100126066,48.80997046,41.1878578,900.0,5,M,m,155797.25,3567467364352.0,320331.78125,3564511428608.0,311860.21875,2992264708096.0,nan,nan,607687.125,3221365456896.0,198975.703125,377050.8125,551569.3125,596485.0
perseus_031514.6+415851_M_1h,158370488106717422,48.81066787,41.98061693,900.0,5,M,m,3047615.75,3418534969344.0,6856772.5,3572399341568.0,10099962.0,3568453287936.0,9464988.0,3450801750016.0,7068381.5,3329660813312.0,2342070.0,7217718.5,9682771.0,9145339.0
perseus_031515.5+415105_M_1h,158220488145852236,48.81462814,41.85130188,900.0,5,M,m,272948.0625,3334571294720.0,493128.1875,3590211239936.0,668712.9375,3573386575872.0,735460.875,3567467364352.0,708336.8125,3550422237184.0,459621.5,830998.1875,1090435.75,1360190.75
perseus_031518.2+413131_L_1h,157830488257541068,48.82576482,41.52534994,900.0,2,L,r,717198.75,3608112005120.0,1193878.5,3438111883264.0,2100874.75,3542256451584.0,2571578.0,3597162250240.0,2575372.75,3562870407168.0,683596.5,1516352.0,2205971.25,2849707.0
perseus_031518.2+411943_M_1h,157590488259084790,48.82594915,41.32845716,900.0,5,M,n,199140.71875,3565496565760.0,481060.875,3556968235008.0,821939.4375,3574374072320.0,869921.1875,3574703587328.0,982200.0625,3614764433408.0,256094.4375,630376.75,1017653.375,1404752.375
perseus_031520.6+413645_L_1h,157930488356385586,48.83567766,41.61245383,900.0,5,L,r,2819162.0,3541930344448.0,4393797.0,3552057753600.0,5289318.0,3578326941696.0,6341615.5,3594843586560.0,6830301.0,3535737454592.0,2472862.5,4454510.5,5834449.0,7171334.5
perseus_031521.1+412119_L_1h,157620488379027107,48.83790656,41.35537913,900.0,4,L,r,9480693.0,3498484957184.0,21645126.0,3565168099328.0,33691492.0,3616429572096.0,41236308.0,3581624188928.0,55212800.0,3567467364352.0,11619834.0,27720408.0,43893464.0,62459716.0
perseus_031522.0+411809_M_1h,157560488416173354,48.84172936,41.30229413,900.0,9,M,n,114720.2265625,3497518432256.0,231867.40625,3587897556992.0,303696.6875,3507196002304.0,339156.65625,3519492128768.0,311774.28125,3550749392896.0,149142.109375,320626.65625,447919.90625,572796.625
perseus_031523.8+415700_L_1h,158340488491670604,48.84927227,41.94991729,900.0,7,L,r,49508.55859375,2822539313152.0,57969.5390625,3211293622272.0,66772.90625,3574703587328.0,59654.0703125,3243694882816.0,nan,nan,107250.75,154596.625,183992.3125,198061.34375
perseus_031524.0+420032_M_1h,158410488500901274,48.85005754,42.008822,900.0,7,M,m,24619.53125,3526306037760.0,43728.0390625,3545520668672.0,52133.84375,3381894053888.0,69310.640625,3187425411072.0,nan,nan,52674.40625,82565.78125,92896.640625,121898.96875
perseus_031525.0+413330_M_1h,157870488542980596,48.85419265,41.55834914,900.0,7,M,n,63200.46484375,2830870511616.0,57189.92578125,3416961056768.0,70100.3046875,3457164247040.0,nan,nan,nan,nan,89207.2109375,67050.171875,70274.7734375,34641.76171875
perseus_031526.4+410157_L_1h,157230488601739712,48.86006422,41.03263335,900.0,7,L,r,41403.7578125,3405963591680.0,nan,nan,68586.6953125,3288516263936.0,47232.41796875,3241305964544.0,nan,nan,185353.234375,251883.875,294577.90625,300607.46875
perseus_031526.5+410419_L_1h,157280488604376966,48.86044878,41.07196426,900.0,5,L,b,377155.15625,3560246083584.0,839769.4375,3503644475392.0,1447037.0,3465452978176.0,2075487.625,3554348367872.0,1652264.75,3569439473664.0,690557.9375,1590743.375,2539802.75,3698280.75
perseus_031527.0+410705_M_1h,157340488625192370,48.8625213,41.11811735,900.0,3,M,b,78813.359375,3524358045696.0,208333.921875,3500418793472.0,397264.875,3570754650112.0,538269.8125,3602466996224.0,608527.0625,3532807733248.0,85427.984375,269153.125,438530.5,664354.9375
perseus_031528.7+415240_M_1h,158250488694533994,48.86941052,41.87777428,900.0,3,M,m,139907.09375,3547153563648.0,231696.90625,3405650067456.0,437643.03125,3459075276800.0,402160.8125,3544867405824.0,362844.125,3544214667264.0,233991.609375,487079.90625,666806.6875,837143.0
perseus_031530.2+411505_M_1h,157500488756162153,48.87561416,41.25124358,900.0,0,M,b,4040546.75,3613100343296.0,8219394.5,3607779868672.0,nan,nan,15599837.0,3611436777472.0,19433900.0,3623764885504.0,4466837.5,10223504.0,16113880.0,20701416.0
perseus_031535.1+420015_L_1h,158400488963995599,48.8963804,42.00412193,900.0,5,L,b,171064.390625,3422315347968.0,494128.71875,3496229994496.0,731004.0625,3567138897920.0,1105908.875,3491081748480.0,953761.5625,3338873864192.0,379140.5625,1011113.5,1563147.0,2177709.25
perseus_031539.7+410849_M_1h,157370489154446898,48.91537688,41.14686464,900.0,5,M,n,721173.75,3598819000320.0,1459755.125,3567138897920.0,2155559.5,3603794231296.0,2479477.25,3606450798592.0,2603513.5,3553693794304.0,728450.625,1564587.75,2299323.0,2934944.75
perseus_031543.4+411530_M_1h,157510489306110530,48.93065025,41.25827553,900.0,5,M,b,127973.3671875,3533458636800.0,147000.6875,3528580399104.0,203929.375,3455572508672.0,201799.578125,3500418793472.0,203479.140625,3181852229632.0,164134.5625,264727.875,358756.375,431717.46875
perseus_031544.0+415724_L_1h,158340489333738447,48.93337398,41.9565109,900.0,3,L,b,91150.65625,3510750937088.0,155783.0625,3568453287936.0,295556.0,3535086026752.0,263051.125,3518195826688.0,166249.15625,2941981818880.0,172028.171875,388686.6875,556673.125,657051.4375
perseus_031544.4+415941_M_1h,158390489349634228,48.93493181,41.99461385,900.0,9,M,b,85396.4765625,3359232229376.0,223542.46875,3469604814848.0,308972.78125,3531831771136.0,338283.0625,3512367841280.0,347792.28125,3391251546112.0,123936.6640625,276439.375,391561.71875,512861.5
perseus_031549.1+405624_M_1h,157120489545558495,48.95453428,40.93987248,900.0,3,M,m,184060.1875,3567796092928.0,376981.25,3533133316096.0,615177.0,3478884450304.0,634160.875,3586575826944.0,552331.75,3408474144768.0,211640.96875,465586.40625,698231.5625,941022.5
perseus_031550.1+413947_M_1h,157990489587236243,48.95888403,41.66308466,900.0,9,M,n,nan,nan,164801.0625,3471842476032.0,nan,nan,292630.84375,3491403399168.0,295120.84375,3393438875648.0,123822.6796875,257039.53125,358096.40625,427365.875
perseus_031552.1+415127_M_1h,158220489669129538,48.96706605,41.8575043,900.0,2,M,m,2691534.0,3592195670016.0,5835525.5,3630780645376.0,7381077.5,3594512760832.0,10056342.0,3584594280448.0,9759780.0,3367906312192.0,3644179.75,9384254.0,13601908.0,14574714.0
perseus_031553.3+411924_M_1h,157580489721578574,48.97214347,41.32330487,900.0,2,M,m,495860.8125,3580634595328.0,1099917.125,3585254621184.0,1778769.75,3597493600256.0,2266729.5,3550749392896.0,2028616.75,3501386104832.0,567544.9375,1352695.0,2064428.5,2815787.25
perseus_031554.1+414134_M_1h,158030489755292137,48.97554599,41.69283512,900.0,5,M,m,209449.953125,3546500300800.0,430883.5625,3512044617728.0,678016.4375,3428625154048.0,681772.8125,3469924368384.0,492991.78125,3367906312192.0,537526.8125,1156643.75,1624799.5,2019294.75
perseus_031557.8+411258_L_1h,157450489906089801,48.99061238,41.21597534,900.0,5,L,r,1865691.125,3073548222464.0,3744204.5,3420424503296.0,4968210.0,3354903183360.0,6938730.5,3591203454976.0,11289639.0,3413500755968.0,1984265.875,6892868.0,10914396.0,11365806.0
perseus_031558.8+421209_L_1h,158640489951203567,48.99511447,42.20243279,900.0,2,L,r,443771.75,3555330883584.0,1043854.8125,3589880676352.0,1729337.75,3592195670016.0,2236040.75,3604458242048.0,2221876.0,3599482224640.0,560273.75,1400875.625,2232542.5,3209225.0
perseus_031559.2+420852_M_1h,158570489963947984,48.99662853,42.14775365,900.0,9,M,n,89190.7578125,3514633289728.0,195577.96875,3552384909312.0,217770.9375,3565168099328.0,274612.1875,3557951537152.0,268608.71875,3514633289728.0,nan,nan,nan,nan
perseus_031600.6+411902_L_1h,157580490022241188,49.00251929,41.31713852,900.0,5,L,b,34343.11328125,3306130767872.0,nan,nan,nan,nan,54908.58984375,3272804139008.0,nan,nan,64803.6953125,105876.6953125,129897.3671875,155883.484375
perseus_031600.8+405309_L_1h,157060490032093464,49.00323361,40.88569624,900.0,5,L,r,1885209.875,3123201703936.0,6213263.5,3231171477504.0,9262318.0,3446037544960.0,12425672.0,3577008881664.0,10374324.0,3528255340544.0,5296635.0,9145339.0,13982986.0,17831988.0
perseus_031601.0+420428_L_1h,158480490041719830,49.00412587,42.07432554,900.0,5,L,r,nan,nan,nan,nan,nan,nan,19762408.0,3540299546624.0,22912888.0,3493654953984.0,5025735.5,13170428.0,22100392.0,34229460.0
perseus_031603.6+413123_M_1h,157820490152938044,49.01529787,41.52293861,900.0,7,M,b,52766.67578125,3425784299520.0,nan,nan,45691.953125,3414444212224.0,89396.34375,3337644146688.0,nan,nan,114498.5078125,157180.890625,194446.578125,207586.8125
perseus_031603.7+420344_M_1h,158470490154875454,49.01549869,42.06234928,900.0,0,M,b,84380.09375,3603130744832.0,208949.0,3540299546624.0,310513.0,3609773998080.0,387971.6875,3552384909312.0,435873.0625,3564182962176.0,85192.2265625,244342.84375,393368.9375,533089.375
perseus_031604.1+420416_L_1h,158480490174635672,49.01730554,42.07095464,900.0,5,L,b,61235.00390625,3513338822656.0,88731.875,3536388882432.0,120514.8125,3540625653760.0,124440.078125,3411300843520.0,174678.71875,3410358173696.0,71845.5,112927.640625,151914.828125,149692.5
perseus_031605.3+420519_L_1h,158500490220517095,49.0220692,42.08871155,900.0,0,L,r,673162.375,3627438047232.0,1547391.0,3601140023296.0,2372027.75,3588558422016.0,3055482.75,3618095497216.0,3759413.25,3601803247616.0,883893.1875,2303560.75,3594183.5,5067575.0
perseus_031606.3+404817_L_1h,156960490261446198,49.0261591,40.80461282,900.0,2,L,b,6719233.0,3580304818176.0,13042470.0,3610106396672.0,nan,nan,29360246.0,3563198349312.0,30515468.0,3492046438400.0,7855970.0,19787898.0,31974214.0,45123204.0
perseus_031611.1+410607_M_1h,157320490462342883,49.04597378,41.10193288,900.0,3,M,n,211251.640625,3590211239936.0,425089.15625,3585254621184.0,683659.5625,3604790378496.0,845667.0625,3603462619136.0,879427.625,3591203454976.0,308176.90625,694384.5,1038485.4375,1446771.625
perseus_031611.3+411726_M_1h,157540490472289201,49.04717368,41.29044501,900.0,3,M,m,69272.3671875,3561229910016.0,93877.171875,3432100659200.0,238363.765625,3503321776128.0,255882.21875,3562542202880.0,271794.03125,3428309270528.0,65343.125,171711.71875,291877.09375,410771.53125
perseus_031614.4+421554_M_1h,158710490601838682,49.05998384,42.26506486,900.0,9,M,b,nan,nan,282279.84375,3560246083584.0,351333.96875,3630780645376.0,283165.4375,3529880633344.0,nan,nan,4446.3056640625,39445.7109375,59156.21484375,17701.080078125
perseus_031615.5+411337_L_1h,157470490646732797,49.06469192,41.22682457,900.0,5,L,r,177027.3125,3579315748864.0,337691.53125,3543561928704.0,593416.8125,3576349851648.0,712787.6875,3553693794304.0,663681.3125,3483052277760.0,155167.15625,401420.5625,636208.4375,885523.125
perseus_031615.9+411051_L_1h,157410490661207860,49.06622715,41.18098937,900.0,2,L,b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5076914.5,12370867.0,19971000.0,26668570.0
perseus_031617.4+420501_M_1h,158500490724790976,49.07252596,42.08363305,900.0,8,M,m,91791.0,3255367368704.0,222781.9375,3103130386432.0,404650.46875,3518844108800.0,547570.625,3538343690240.0,636033.1875,3577997164544.0,99083.171875,356450.84375,660693.0625,1028015.5
perseus_031618.1+405121_M_1h,157020490754587527,49.07549861,40.85572718,900.0,5,M,m,240857.25,3583934201856.0,466229.40625,3561885794304.0,755091.9375,3584594280448.0,906317.25,3599813574656.0,948681.5625,3555330883584.0,281579.03125,658263.8125,1029911.25,1444110.125
perseus_031618.2+411749_L_1h,157550490756637141,49.07566968,41.29709046,900.0,9,L,r,69457.59375,3375981133824.0,119222.9375,3215437070336.0,213579.890625,3421684891648.0,247081.359375,3535086026752.0,221717.5,3433997795328.0,92640.2734375,198061.34375,308460.59375,385478.375
perseus_031626.0+411636_L_1h,157530491083822548,49.10826428,41.27655818,900.0,9,L,r,77610.46875,3464495628288.0,115973.8828125,3556968235008.0,241057.0,3546173669376.0,215357.265625,3515280785408.0,235548.015625,3080917090304.0,102706.8984375,225735.375,319153.96875,418793.84375
perseus_031626.1+413149_M_1h,157830491087887081,49.1088149,41.53036959,900.0,2,M,n,3502355.75,3379403161600.0,4895080.0,3630780645376.0,17545258.0,3563526815744.0,23628702.0,3352432214016.0,32314686.0,3479205052416.0,5877598.5,14374739.0,23878104.0,32210684.0
perseus_031627.0+411049_L_1h,157410491126646876,49.11268462,41.18021292,900.0,3,L,r,857590.6875,3569768202240.0,1609013.625,3579975041024.0,2529064.5,3587236429824.0,3103129.5,3606118662144.0,2692772.75,3593188671488.0,1473668.75,3159366.25,4707601.0,6160273.5
perseus_031627.5+413737_M_1h,157950491146563053,49.11468416,41.62701974,900.0,2,M,m,3799794.75,3611104116736.0,8165066.5,3613100343296.0,12188772.0,3561885794304.0,15706532.0,3575362093056.0,18725786.0,3620428840960.0,4600445.5,10794434.0,16428582.0,23056836.0
perseus_031628.0+412848_M_1h,157770491168216656,49.11687302,41.48002332,900.0,4,M,n,229847.5,3564511428608.0,500726.15625,3580964372480.0,764398.6875,3580634595328.0,971046.25,3606118662144.0,1085424.875,3556640817152.0,200078.296875,495677.90625,815079.75,1181408.75
perseus_031631.1+414151_M_1h,158030491293147708,49.12957323,41.69742019,900.0,9,M,b,98346.6953125,3398443204608.0,147380.3125,3406904950784.0,353280.84375,3526630834176.0,273980.65625,3366355730432.0,326227.3125,3451119468544.0,154169.96875,326888.46875,468165.875,594839.5625
perseus_031634.5+410251_M_1h,157250491435747592,49.14358535,41.04747461,900.0,5,M,b,2267984.0,3602798870528.0,3238917.5,3592195670016.0,4281539.5,3618762129408.0,5326470.5,3582614044672.0,7225703.0,3517224058880.0,2060631.0,4017905.0,5440014.5,6995198.5
